"EA-Type"	"EA-Package"	"EA-Name"	"EA-GUID"	"EA-Parent"	"EA-Domain"	"EA-Domain-GUID"	"EA-Range"	"label"	"definition"	"usage"	"label-nl"	"definition-nl"	"usageNote-nl"	"label-en"	"definition-en"	"usageNote-en"	"equivalent"	"subclass"	"subclass1"	"sameAs"	"external term"	"namespace"	"localname"	"type"	"domain"	"range"	"parent"	"min card"	"max card"
"Package"	""	"OSLO-Wetgeving"	"{1553BC13-DFFC-446f-AF0C-D93DF077CCFA}"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://data.vlaanderen.be/ns/"	"wetgeving"	"http://www.w3.org/2002/07/owl#Ontology"	""	""	""	""	""
"CLASS"	"OSLO-Wetgeving"	"UnieRGLV"	"{FDC94BE3-0901-44b9-B69A-FBCAAE9DDAFA}"	""	""	""	""	"Unie RG LV"	"Unie van Rechtsgrond en Legale Verschijningsvorm"	""	"Unie RG LV"	"Unie van Rechtsgrond en Legale Verschijningsvorm"	""	""	""	""	""	""	""	""	"false"	"https://data.vlaanderen.be/ns/wetgeving#"	"UnieRGLV"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"CLASS"	"OSLO-Wetgeving"	"Rechtsgrondonderdeel"	"{E0FA15C9-04CC-4f7d-AE93-1FE937473A84}"	"Rechtsgrond"	""	""	""	"Rechtsgrondonderdeel"	""	""	"Rechtsgrondonderdeel"	"TODO"	""	""	""	""	""	""	""	""	"true"	"http://data.europa.eu/eli/ontology#"	"LegalResourceSubdivision"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://data.europa.eu/eli/ontology#LegalResource"	""	""
"CLASS"	"OSLO-Wetgeving"	"LegaleVerschijningsvorm"	"{DC66B831-A053-4d45-BBEE-AB0355BEA349}"	"UnieRGLV"	""	""	""	"Legale Verschijningsvorm"	""	""	"Legale Verschijningsvorm"	"TODO"	""	""	""	""	""	""	""	""	"true"	"http://data.europa.eu/eli/ontology#"	"LegalExpression"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"https://data.vlaanderen.be/ns/wetgeving#UnieRGLV"	""	""
"CLASS"	"OSLO-Wetgeving"	"Rechtsgrond"	"{FB821B56-20B4-47ed-9CEC-18B0B7D2EF86}"	"UnieRGLV"	""	""	""	"Rechtsgrond"	""	""	"Rechtsgrond"	"TODO"	""	""	""	""	""	""	""	""	"true"	"http://data.europa.eu/eli/ontology#"	"LegalResource"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"https://data.vlaanderen.be/ns/wetgeving#UnieRGLV"	""	""
"connector"	""	"isDeelVan"	"{E8528BE0-A0CC-4ae1-9134-E9D67D5A1030}"	""	"Rechtsgrond"	"{FB821B56-20B4-47ed-9CEC-18B0B7D2EF86}"	"Rechtsgrond"	"is deel van"	""	""	"is deel van"	"TODO"	""	""	""	""	""	""	""	""	"true"	"http://data.europa.eu/eli/ontology#"	"is_part_of"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://data.europa.eu/eli/ontology#LegalResource"	"http://data.europa.eu/eli/ontology#LegalResource"	""	""	""
"connector"	""	"opgehevenBij"	"{366EB287-2EFE-4bdb-806A-8EC6E71E06F2}"	""	"UnieRGLV"	"{FDC94BE3-0901-44b9-B69A-FBCAAE9DDAFA}"	"UnieRGLV"	"opgeheven bij"	"Geeft aan dat deze rechtsgrond of legale verschijningsvorm opgeheven is door een ander."	""	"opgeheven bij"	"Geeft aan dat deze rechtsgrond of legale verschijningsvorm opgeheven is door een ander."	""	""	""	""	""	""	""	""	"false"	"https://data.vlaanderen.be/ns/wetgeving#"	"opgehevenBij"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/wetgeving#UnieRGLV"	"https://data.vlaanderen.be/ns/wetgeving#UnieRGLV"	"http://data.europa.eu/eli/ontology#repealed_by"	""	""
"connector"	""	"trektIn"	"{57310812-CB77-4047-B155-2FCC9804F302}"	""	"UnieRGLV"	"{FDC94BE3-0901-44b9-B69A-FBCAAE9DDAFA}"	"UnieRGLV"	"trekt in"	"Geeft aan dat een rechtsgrond of legale verschijningsvorm een andere intrekt."	""	"trekt in"	"Geeft aan dat een rechtsgrond of legale verschijningsvorm een andere intrekt."	""	""	""	""	""	""	""	""	"false"	"https://data.vlaanderen.be/ns/wetgeving#"	"trektIn"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/wetgeving#UnieRGLV"	"https://data.vlaanderen.be/ns/wetgeving#UnieRGLV"	"http://data.europa.eu/eli/ontology#repeals"	""	""
"connector"	""	"gecorrigeerdDoor"	"{8E8DDF51-3E92-4acc-8A2D-022C5BA844CE}"	""	"UnieRGLV"	"{FDC94BE3-0901-44b9-B69A-FBCAAE9DDAFA}"	"UnieRGLV"	"gecorrigeerd door"	""	""	"gecorrigeerd door"	"TODO"	""	""	""	""	""	""	""	""	"true"	"http://data.europa.eu/eli/ontology#"	"corrected_by"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/wetgeving#UnieRGLV"	"https://data.vlaanderen.be/ns/wetgeving#UnieRGLV"	""	""	""
"connector"	""	"heftOp"	"{0D06C3DD-5C47-4fda-8BA9-62350FA54FD1}"	""	"UnieRGLV"	"{FDC94BE3-0901-44b9-B69A-FBCAAE9DDAFA}"	"UnieRGLV"	"heft op"	"Geeft aan dat een rechtsgrond of legale verschijningsvorm een andere opheft."	""	"heft op"	"Geeft aan dat een rechtsgrond of legale verschijningsvorm een andere opheft."	""	""	""	""	""	""	""	""	"false"	"https://data.vlaanderen.be/ns/wetgeving#"	"heftOp"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/wetgeving#UnieRGLV"	"https://data.vlaanderen.be/ns/wetgeving#UnieRGLV"	"http://data.europa.eu/eli/ontology#repeals"	""	""
