"EA-Type"	"EA-Package"	"EA-Name"	"EA-GUID"	"EA-Parent"	"EA-Domain"	"EA-Domain-GUID"	"EA-Range"	"label"	"definition"	"usage"	"label-nl"	"definition-nl"	"usageNote-nl"	"label-en"	"definition-en"	"usageNote-en"	"equivalent"	"subclass"	"subclass1"	"sameAs"	"external term"	"namespace"	"localname"	"type"	"domain"	"range"	"parent"	"min card"	"max card"
"Package"	""	"OSLO²_applicatieprofiel_Subsidieregister"	"{4252550B-C0C6-4cda-96B6-5145F19300A2}"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"https://data.vlaanderen.be/ns/"	"subsidie"	"http://www.w3.org/2002/07/owl#Ontology"	""	""	""	""	""
"CLASS"	"OSLO²_applicatieprofiel_Subsidieregister"	"Subsidiemaatregel (aanbod)"	"{2D284ED5-DE5F-4bd7-9AF6-A718686EB238}"	""	""	""	""	"Publieke Dienstverlening"	""	""	"Publieke Dienstverlening"	"TODO"	""	""	""	""	""	""	""	""	"true"	"http://purl.org/vocab/cpsv#"	"PublicService"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://purl.org/vocab/cpsv#PublicService"	""	""
"CLASS"	"OSLO²_applicatieprofiel_Subsidieregister"	"Dossier"	"{4D190B68-FEFB-4d43-8B41-786C4FC7081F}"	""	""	""	""	"Dossier"	""	""	"Dossier"	"TODO"	""	"Case"	""	""	""	""	""	""	"true"	"https://lod.milieuinfo.be/ns/"	"dossier"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"CLASS"	"OSLO-Transactie"	"Status"	"{773FD1D5-D3EB-47c8-818F-9DB11A57995A}"	""	""	""	""	"Status"	"De status die van toepassing is op een entiteit op een bepaald tijdstip."	""	"Status"	"De status die van toepassing is op een entiteit op een bepaald tijdstip."	""	""	""	""	""	""	""	""	"true"	"https://data.vlaanderen.be/ns/transactie#"	"Status"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"ENUMERATION"	"Codelijsten"	"StatusVlaamseCode"	"{8A8CCF22-A7BB-430e-96CB-CF77CED12B53}"	""	""	""	""	"Status Vlaamse Code"	"Informatie over de status van het dossier. De statusinformatie bevat een op Vlaams niveau gestandaardiseerde status code."	""	"Status Vlaamse Code"	"Informatie over de status van het dossier. De statusinformatie bevat een op Vlaams niveau gestandaardiseerde status code."	""	""	""	""	""	""	""	""	"true"	"http://fixme.com#"	"StatusVlaamseCode"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"ENUMERATION"	"Codelijsten"	"StatusVlaamseFase"	"{91605ADF-3B7D-4e49-ACCE-D3E14C53A4A3}"	""	""	""	""	"Status Vlaamse Fase"	"Informatie over de status van het dossier. De statusinformatie bevat een op Vlaams niveau gestandaardiseerde fase."	""	"Status Vlaamse Fase"	"Informatie over de status van het dossier. De statusinformatie bevat een op Vlaams niveau gestandaardiseerde fase."	""	""	""	""	""	""	""	""	"true"	"http://fixme.com#"	"StatusVlaamseFase"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"ENUMERATION"	"Codelijsten"	"ParticipatieRol"	"{2ED3745D-FAB6-4a0c-8046-7CEC7C892EAD}"	""	""	""	""	"Participatie Rol"	"Beschrijft de parcipatie van verschillende Agents in de context van de consumptie van een bepaalde Publieke Dienstverlening."	""	"Participatie Rol"	"Beschrijft de parcipatie van verschillende Agents in de context van de consumptie van een bepaalde Publieke Dienstverlening."	""	""	""	""	""	""	""	""	"true"	"http://www.w3.org/2004/02/skos/core#"	"Concept"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"CLASS"	"OSLO²_applicatieprofiel_Subsidieregister"	"RechtsgrondToekenningSubsidie"	"{BE0EA40C-3BBD-4a13-88E7-577FEB7B55E9}"	""	""	""	""	"Rechtsgrond Toekenning Subsidie"	"De regelgeving, rechtshandeling en/of beleidskeuze waardoor die de legale basis vormt voor de toekenning van een subsidiemaatregel."	""	"Rechtsgrond Toekenning Subsidie"	"De regelgeving, rechtshandeling en/of beleidskeuze waardoor die de legale basis vormt voor de toekenning van een subsidiemaatregel."	""	""	""	""	""	""	""	""	"false"	"https://data.vlaanderen.be/ns/subsidie#"	"RechtsgrondToekenningSubsidie"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://data.europa.eu/eli/ontology#LegalResource"	""	""
"DATATYPE"	"OSLO-Generiek"	"Tijdsinterval"	"{E237E762-18C5-4840-815E-C3B8BF1F6DCD}"	""	""	""	""	"TijdsInterval"	""	""	"TijdsInterval"	"TODO"	""	""	""	""	""	""	""	""	"true"	"http://purl.org/dc/terms/"	"PeriodOfTime"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"CLASS"	"OSLO²_applicatieprofiel_Subsidieregister"	"FinancieelVoordeel"	"{1E0E079D-0C50-4dd9-A1AE-BE1FD4A90E11}"	""	""	""	""	"Financieel Voordeel"	"De verplichting van een publieke administratie of dochtermaatschappij om een bepaald bedrag te betalen aan een burger of organisatie."	""	"Financieel Voordeel"	"De verplichting van een publieke administratie of dochtermaatschappij om een bepaald bedrag te betalen aan een burger of organisatie."	""	""	""	""	""	""	""	""	"false"	"https://data.vlaanderen.be/ns/subsidie#"	"FinancieelVoordeel"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://data.europa.eu/m8g/Output"	""	""
"CLASS"	"OSLO²_applicatieprofiel_Subsidieregister"	"Agent"	"{19A7F88D-446B-4879-910A-8F1E600D8084}"	""	""	""	""	"Agent"	""	""	"Agent"	"TODO"	""	""	""	""	""	""	""	""	"true"	"http://purl.org/dc/terms/"	"Agent"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"CLASS"	"OSLO²_applicatieprofiel_Subsidieregister"	"Participatie"	"{1B58CC2B-728E-40dd-B122-B25825946F87}"	""	""	""	""	"Participatie"	""	""	"Participatie"	"TODO"	""	""	""	""	""	""	""	""	"true"	"http://data.europa.eu/m8g/"	"Participation"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"CLASS"	"OSLO²_applicatieprofiel_Subsidieregister"	"Subsidiemaatregel (consumptie)"	"{008F7C56-5E02-44d2-A299-B60FCC3A5A6D}"	""	""	""	""	"Publieke Dienstverlening"	""	""	"Publieke Dienstverlening"	"TODO"	""	""	""	""	""	""	""	""	"true"	"http://purl.org/vocab/cpsv#"	"PublicService"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://purl.org/vocab/cpsv#PublicService"	""	""
"CLASS"	"OSLO-Organisatie"	"Organisatie"	"{6728B11D-A64D-4fd1-B5DF-555EBE11A20B}"	"Agent"	""	""	""	"Organisatie"	""	""	"Organisatie"	"TODO"	""	""	""	""	""	""	""	""	"true"	"http://www.w3.org/ns/org#"	"Organization"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://purl.org/dc/terms/Agent"	""	""
